# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 13:28:02 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
disposition,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,rastr,ra,decstr,dec
CONFIRMED,,14.57170000,,,,3.850000,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,9.17386600000,6.86473931,,,5035.00,2.162531,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,9.17205350000,9.02881000,293.3740,1152.00,4933.00,3.790000,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,9.17261600000,,,,4840.00,3.850000,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,9.17510000000,14.57170000,,,4840.00,3.850000,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,9.17080000000,12.20660100,,1586.00,4878.00,4.110000,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172
CONFIRMED,3.07133000000,1.34000000,,,3655.00,0.455000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,3.07120000000,1.31000000,,,3655.00,0.470000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,4.86820000000,1.48000000,,,3655.00,0.470000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,4.86784000000,1.60300000,,,3655.00,0.455000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,11.02340000000,2.02000000,,,3655.00,0.470000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,11.02488210000,2.46843000,48.3251,734.00,3798.00,0.460000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,11.02454000000,2.00300000,,,3655.00,0.455000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,26.58410000000,1.73000000,1.8000,296.00,3655.00,0.455000,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135
CONFIRMED,7.97570000000,1.05000000,,,4359.00,0.723000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,7.97520000000,1.01400000,33.5000,610.00,4500.00,0.677000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,7.97529200000,0.99000000,,553.00,4499.00,0.660000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30681000000,3.14000000,,,4359.00,0.723000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30713700000,2.91000000,,425.00,4499.00,0.660000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30713000000,3.00000000,11.9100,470.00,4500.00,0.677000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30770000000,3.03000000,11.9000,,4364.00,0.710000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30701300000,,,,4364.00,0.710000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,17.30706310000,3.72750000,31.2616,658.00,4230.60,0.770000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,25.57506500000,1.45000000,,373.00,4499.00,0.660000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,25.57500000000,1.56500000,7.0700,420.00,4500.00,0.677000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,25.57150000000,1.55000000,,,4359.00,0.723000,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674
CONFIRMED,0.17971500000,0.89000000,,1471.00,3492.00,0.442000,12h27m28.90s,186.8704260,-06d11m42.78s,-6.1952168
CONFIRMED,0.17971900000,0.64000000,,,3697.00,0.290000,12h27m28.90s,186.8704260,-06d11m42.78s,-6.1952168
CONFIRMED,2.35309000000,1.51000000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,2.35321000000,1.49000000,424.5100,1157.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,2.35322000000,1.57000000,486.0000,,5378.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,3.56015000000,2.26000000,248.9500,1012.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,3.55987000000,2.52000000,279.0000,,5378.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,3.56004000000,2.29900000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,5.40484000000,2.46000000,147.1200,888.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,5.40478000000,2.66000000,160.0000,,5378.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,5.40479000000,2.39000000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,8.26146000000,3.39000000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,8.26144000000,3.29000000,91.1000,,5378.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,8.26166160000,3.30997000,66.2634,794.00,5281.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,8.26147000000,3.11000000,77.7900,757.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,12.75759000000,2.81000000,51.0000,,5378.00,0.860000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,12.75758000000,2.90400000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,12.75758000000,2.73000000,43.0200,653.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,41.96797000000,3.01300000,,,5356.30,0.863000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,41.96645000000,3.18000000,9.2900,445.00,5283.00,0.839000,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391
CONFIRMED,28.38061900000,9.11000000,,524.00,5370.00,0.880000,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147
CONFIRMED,28.38236000000,9.05687200,,565.00,5340.00,0.862000,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147
CONFIRMED,28.38220600000,9.50000000,,,,0.930000,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147
CONFIRMED,28.38246000000,9.62000000,,,,0.913000,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147
CONFIRMED,28.38207100000,9.26802368,,,5425.00,0.872288,19h16m16.01s,289.0667070,-17d54m38.57s,-17.9107147
CONFIRMED,8.36881680000,6.65000000,,,3879.00,0.560000,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222
CONFIRMED,8.36779000000,8.51000000,,,,0.708000,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222
CONFIRMED,8.36926000000,4.48000000,8.0000,,3866.00,0.386000,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222
CONFIRMED,8.36879100000,7.49000000,5.5000,,3970.42,0.623332,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222
CONFIRMED,8.36802000000,4.81000000,,488.00,3789.00,0.450000,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222
CONFIRMED,6.56918000000,12.25000000,,957.00,5705.00,0.990000,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115
CONFIRMED,6.56918800000,13.56286665,204.0000,962.00,5585.00,1.060000,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115
CONFIRMED,6.56921300000,13.04635343,,,5637.00,1.047599,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115
CONFIRMED,6.56930000000,12.27385500,188.5000,1114.00,5654.00,0.987000,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115
CONFIRMED,6.56920450000,,,,5654.00,0.987000,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115
CONFIRMED,0.28000000000,1.49300000,,,4599.00,0.686200,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,0.28032260000,1.54000000,,2039.00,4373.00,0.674000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,0.28032460000,1.64829000,3967.9200,2211.00,4477.00,0.720000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,0.28032440000,1.51000000,3260.0000,2103.00,4570.00,0.681000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,0.28032440000,1.51000000,,,4599.00,0.681000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,7.74850000000,7.00000000,39.1000,695.00,4570.00,0.681000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,7.74850000000,7.00000000,,,4599.00,0.681000,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827
CONFIRMED,2.64425900000,1.38000000,,,,0.225000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64466100000,2.15000000,,534.00,3398.00,0.330000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64484000000,1.83000000,,,3359.00,0.325729,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64500000000,,,,3359.00,0.325729,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64484500000,10.70000000,,,,0.500000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64460000000,2.05000000,,,3385.00,0.330000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.66980000000,2.25000000,,,3385.00,0.350000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64464600000,2.20000000,20.7000,,3385.00,0.350000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,2.64352800000,1.47000000,,,,0.226000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,4.00498000000,2.19000000,,,3385.00,0.330000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,3.96630000000,2.59000000,,,3385.00,0.350000,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416
CONFIRMED,0.96191700000,1.38000000,200.1000,,3672.00,0.554000,19h35m19.93s,293.8330329,-28d29m54.51s,-28.4984750
CONFIRMED,0.96191600000,0.82000000,,,,0.311000,19h35m19.93s,293.8330329,-28d29m54.51s,-28.4984750
CONFIRMED,0.96191800000,0.73000000,,,3775.00,0.310000,19h35m19.93s,293.8330329,-28d29m54.51s,-28.4984750
CONFIRMED,0.96193900000,1.47286006,,1077.00,3690.00,0.578000,19h35m19.93s,293.8330329,-28d29m54.51s,-28.4984750
CONFIRMED,4.38395000000,1.33000000,48.8000,,4079.00,0.632000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,4.38393000000,0.70100000,,,,0.371000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,6.92260000000,1.73000000,26.5000,,4079.00,0.632000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,6.92251000000,0.90000000,,,,0.371000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,9.75833000000,0.88000000,,,,0.371000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,9.75790000000,1.64000000,16.8000,,4079.00,0.632000,00h58m04.24s,14.5176494,-00d11m35.73s,-0.1932580
CONFIRMED,11.33200000000,1.64000000,7.0000,,3745.00,0.568000,00h39m17.22s,9.8217519,+07d16m37.18s,7.2769939
CONFIRMED,11.81004000000,3.08000000,,,,0.800000,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649
CONFIRMED,11.80839800000,3.10000000,,,4992.00,0.760000,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649
CONFIRMED,11.81040000000,2.48000000,,676.00,5131.00,0.680000,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649
CONFIRMED,11.80970000000,2.84000000,48.0000,,5314.00,0.780000,11h52m26.54s,178.1105741,+04d15m16.79s,4.2546649
CONFIRMED,10.59357000000,2.00000000,4.9000,,3499.00,0.436000,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328
CONFIRMED,10.59366000000,1.71000000,,,,0.360000,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328
CONFIRMED,3.83547600000,1.49000000,,566.00,3695.00,0.450000,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663
CONFIRMED,3.83537600000,1.50000000,,,,0.450000,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663
CONFIRMED,3.83553000000,1.05400000,,,,0.321000,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663
CONFIRMED,3.83559200000,1.35000000,20.8000,,3585.00,0.429000,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663
CONFIRMED,32.65270000000,2.81000000,2.9000,,3940.00,0.631000,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311
CONFIRMED,32.64790000000,2.29000000,,337.00,4044.00,0.610000,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311
CONFIRMED,7.51554000000,2.00000000,11.8000,,3720.00,0.495000,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765
CONFIRMED,7.51574000000,2.00000000,,497.00,3845.00,0.530000,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765
CONFIRMED,3.67626000000,1.99000000,,715.00,4097.00,0.630000,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217
CONFIRMED,3.67635000000,2.23000000,57.5000,,3978.00,0.649000,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217
CONFIRMED,7.95486000000,2.07000000,,552.00,4097.00,0.630000,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217
CONFIRMED,7.95478000000,2.10000000,20.5000,,3978.00,0.649000,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217
CONFIRMED,6.34200000000,1.80000000,,708.00,4258.00,0.580000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,6.34365000000,1.55000000,19.9000,,3919.00,0.526000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,13.85402000000,1.95000000,7.0000,,3919.00,0.526000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,13.85348700000,,,,3919.00,0.526000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,13.85000000000,2.60000000,,583.00,4258.00,0.580000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,13.85327454047,2.20988390,9.7561,450.75,3893.47,0.655766,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,40.71800000000,1.90000000,,381.00,4258.00,0.580000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,40.68350000000,1.64000000,1.6700,,3919.00,0.526000,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633
CONFIRMED,0.81314900000,1.14414279,,,4460.00,0.615543,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552
CONFIRMED,0.81314300000,1.10000000,,,4460.00,0.620000,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552
CONFIRMED,0.81314000000,1.15000000,,1347.00,4597.00,0.660000,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552
CONFIRMED,0.36525700000,1.05548088,,,5456.00,0.875749,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178
CONFIRMED,0.36526100000,1.00000000,,,5456.00,0.880000,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178
CONFIRMED,0.36525750000,0.93500000,6660.0000,2432.00,5334.00,0.860000,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178
CONFIRMED,10.06210600000,2.63456976,,,5489.00,0.892097,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879
CONFIRMED,10.06049000000,2.64000000,,794.00,5503.00,0.950000,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879
CONFIRMED,5.90279000000,1.28000000,,948.00,5503.00,0.950000,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879
CONFIRMED,12.42205000000,2.26000000,,684.00,5425.00,0.830000,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053
CONFIRMED,12.42107800000,2.20753881,,,5419.00,0.829915,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053
CONFIRMED,7.61856000000,1.96000000,47.7000,,4800.00,0.670000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,7.62117000000,1.87000000,,,,0.544000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,7.61965740000,2.39000000,,,4620.00,0.710000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,7.61880000000,2.02000000,44.5000,658.00,4742.00,0.660000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,7.62067000000,2.13000000,,710.00,4761.00,0.640000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,19.07536000000,2.14000000,,523.00,4761.00,0.640000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,19.07454000000,2.58000000,,,4620.00,0.710000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,19.07020000000,1.84000000,,,,0.544000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,19.07863000000,2.54000000,13.1000,485.00,4742.00,0.660000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,19.07700000000,2.19000000,14.0000,,4800.00,0.670000,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
CONFIRMED,3.70587100000,3.17824034,,,5649.00,0.913754,12h16m13.08s,184.0545174,-03d33m11.12s,-3.5530888
CONFIRMED,9.28318800000,6.11721229,,,4972.00,2.568173,12h15m10.52s,183.7938491,-03d29m44.49s,-3.4956913
CONFIRMED,9.45774700000,1.48630496,,,4885.00,0.725626,12h24m09.21s,186.0383865,-01d06m41.32s,-1.1114790
CONFIRMED,9.45889000000,1.44000000,,631.00,4842.00,0.690000,12h24m09.21s,186.0383865,-01d06m41.32s,-1.1114790
CONFIRMED,6.67311700000,2.46610713,,,4937.00,0.762201,12h09m19.02s,182.3292517,-00d32m21.63s,-0.5393421
CONFIRMED,17.35568100000,1.81000000,,,5894.00,1.060000,11h27m44.08s,171.9336590,-00d03m46.26s,-0.0628488
CONFIRMED,17.36780000000,1.93000000,,,,1.270000,11h27m44.08s,171.9336590,-00d03m46.26s,-0.0628488
CONFIRMED,17.35506600000,3.24925008,,,5791.00,2.196069,11h27m44.08s,171.9336590,-00d03m46.26s,-0.0628488
CONFIRMED,2.35499200000,1.27443657,,,5185.00,0.803827,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270
CONFIRMED,4.38274500000,1.55409035,,,5185.00,0.803827,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270
CONFIRMED,14.10136100000,2.64809498,,,5185.00,0.803827,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270
CONFIRMED,14.06660140645,3.19087767,37.0819,629.38,5141.67,0.837606,12h19m36.12s,184.9004881,+00d58m05.98s,0.9683270
CONFIRMED,8.52721900000,1.82322896,,,5922.00,1.196219,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788
CONFIRMED,8.52695000000,2.19000000,,1140.00,5960.00,1.610000,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788
CONFIRMED,9.97852750000,2.34000000,,,5908.00,1.499000,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97854100000,2.36509493,,1220.00,6310.00,1.499000,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97540300000,2.13000000,,,6063.00,1.180000,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97748100000,2.81916570,,,5908.00,1.829853,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97833192740,2.05153324,300.9647,1062.30,6073.50,1.471310,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97748000000,2.30000000,317.0000,1174.00,6011.00,1.494000,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,9.97857000000,2.26421410,229.0000,1131.00,6141.00,1.460000,22h26m18.27s,336.5761233,-18d00m41.99s,-18.0116650
CONFIRMED,15.85230000000,2.19000000,,,,0.904000,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,15.85398900000,2.14446231,,,5554.00,0.874211,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,15.85412000000,2.34000000,,,5495.00,0.880000,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,15.85230000000,1.86000000,,766.35,5502.70,0.830000,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,6.38080300000,1.27328671,,,5548.00,0.919053,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376
CONFIRMED,6.38092000000,1.34100000,,,,0.981000,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376
CONFIRMED,6.37961000000,1.41000000,,,5347.00,0.830000,22h28m10.62s,337.0442461,-14d35m57.62s,-14.5993376
CONFIRMED,17.96540000000,1.53000000,4.9100,,4102.00,0.478000,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,17.96832000000,1.78000000,,,,0.556000,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,17.96907900000,1.94750799,,,4382.00,0.600869,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,17.96753000000,2.23000000,,487.00,4320.00,0.660000,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,17.96902900000,2.03000000,10.5000,,4118.41,0.626014,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,17.96821600000,2.15000000,,,4151.00,0.630000,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178
CONFIRMED,7.57340000000,1.62000000,,,,1.084900,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,7.57672060000,1.50000000,,,5749.00,0.980000,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,7.57654400000,1.41817537,,,5748.00,0.981614,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,12.40004700000,1.80176470,,,5748.00,0.981614,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,12.39880000000,2.01000000,,,,1.084900,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,12.40073100000,1.92000000,,,5749.00,0.980000,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554
CONFIRMED,5.62280000000,3.71000000,,,,2.378000,22h09m21.79s,332.3407712,-13d25m43.90s,-13.4288624
CONFIRMED,5.63159150000,1.23000000,,,5032.00,0.770000,22h09m21.79s,332.3407712,-13d25m43.90s,-13.4288624
CONFIRMED,5.62846600000,2.68657205,,,5250.00,1.717458,22h09m21.79s,332.3407712,-13d25m43.90s,-13.4288624
CONFIRMED,14.31700100000,1.80000000,,,5449.00,0.860000,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,14.31810000000,1.69000000,,,,0.824000,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,14.31694100000,1.66608079,,,5569.00,0.868889,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,29.62450000000,3.02000000,,,,0.824000,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,29.62682000000,3.20569097,,,5569.00,0.868889,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,29.62600000000,,,,5547.00,0.857949,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,29.62640200000,3.41000000,,,5449.00,0.860000,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819
CONFIRMED,5.86869900000,1.60826194,,,5580.00,0.843154,04h01m30.06s,60.3752402,+15d37m30.47s,15.6251296
CONFIRMED,5.86639571000,,,,5573.35,1.001180,04h01m30.06s,60.3752402,+15d37m30.47s,15.6251296
CONFIRMED,19.56400000000,2.59000000,,,4581.00,0.673000,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56204579364,3.28708684,10.9555,464.01,4246.80,0.758892,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56325000000,2.59000000,,,4246.81,0.758892,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56230700000,2.60000000,,455.00,4455.00,0.676000,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56274300000,2.49179901,,,4500.00,0.639080,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56236000000,2.78000000,,,,0.669000,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,19.56614010000,,,,4246.81,0.758892,04h03m10.31s,60.7929729,+16d20m49.80s,16.3471660
CONFIRMED,9.52598800000,2.03803688,,,5909.00,1.420038,03h30m00.85s,52.5035514,+17d35m02.79s,17.5841081
CONFIRMED,5.32944000000,1.55000000,,,,0.911000,03h53m04.60s,58.2691796,+17d54m25.01s,17.9069486
CONFIRMED,5.32943900000,1.49090097,,,5428.00,0.864160,03h53m04.60s,58.2691796,+17d54m25.01s,17.9069486
CONFIRMED,14.15518500000,2.11620480,,,6063.00,1.213565,03h40m55.11s,55.2296156,+20d44m09.92s,20.7360891
CONFIRMED,8.74809000000,3.83000000,,,,0.938000,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186
CONFIRMED,8.75470797754,3.54381082,117.8260,840.29,5888.00,0.889347,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186
CONFIRMED,8.74781800000,3.55790985,,,5525.00,0.887267,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186
CONFIRMED,5.17110937000,,,,5071.98,0.709349,03h55m11.23s,58.7967878,+23d45m24.31s,23.7567524
CONFIRMED,5.17222000000,2.12000000,,,,0.639000,03h55m11.23s,58.7967878,+23d45m24.31s,23.7567524
CONFIRMED,5.17219100000,2.51267885,,,5015.00,0.768067,03h55m11.23s,58.7967878,+23d45m24.31s,23.7567524
