# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
PC,3.1235179,2.7145235,15459.8027576,13.2914966,1199.6413306,489.4706790,5376.0000000,1.0444700,104.6033370,59.9729810
APC,0.6848358,0.8800000,1430.0000000,4.4942700,1907.0000000,2198.6800000,6385.1000000,1.1000000,127.0337060,56.4310770
FA,2.3378945,2.5247352,4971.1871392,8.3129300,1543.2507377,1340.5004828,6666.8000000,1.3300000,126.8186930,50.7578210
FP,7.1404043,1.7190000,8300.0000000,10.5731000,751.0000000,53.0520000,5886.6000000,1.1100000,151.2556190,40.3410640
APC,4.9807125,3.3330000,26850.0000000,17.2544000,1086.0000000,231.2000000,5545.7000000,1.0400000,149.8769350,36.9924500
FA,2.9146300,2.9770000,9960.0000000,9.9639100,,588.8270000,5484.8000000,0.9900000,137.4213300,31.2924810
PC,19.5105608,4.4710000,3300.0000000,,,,,,150.8925040,67.9900370
PC,2.9150294,2.8190000,13530.0000000,12.8379000,1293.0000000,464.8160000,5385.0000000,1.0800000,137.4212320,31.2924230
FP,10.9803025,1.6590000,2390.0000000,7.5874100,,73.7576000,5951.0000000,1.2700000,99.6096040,-67.6563960
PC,3.2493152,1.8490000,9260.0000000,10.3587000,1011.0000000,173.4600000,5371.2000000,1.0400000,167.2949500,49.9557570
PC,1.7088305,1.8710000,9720.0000000,,1358.0000000,564.6140000,5253.2000000,,146.8204220,44.6389300
PC,24.0819851,4.0320000,7830.0000000,9.4263200,609.0000000,22.9814000,5952.0000000,1.0500000,177.7022270,75.2033700
APC,0.4399856,0.6030000,6830.0000000,18.9074000,1721.0000000,1456.3600000,4423.0000000,1.1000000,153.1554510,62.3294600
PC,3.3952015,2.3680000,8260.0000000,,1180.0000000,321.9930000,5673.6000000,,179.9069000,72.3015180
PC,1.3460633,1.8290000,15780.0000000,14.2662000,1650.0000000,1231.3600000,5788.7000000,1.0900000,144.3959270,28.2453600
PC,2.5733766,2.4570000,6710.0000000,,,,,,166.2389450,43.4643810
CP,11.8886495,4.8030000,7800.0000000,11.0233000,954.0000000,138.0650000,5773.9000000,1.2100000,152.6662830,24.2731210
APC,0.8275646,1.0560000,3670.0000000,8.4178900,1793.0000000,1716.0100000,6203.3000000,1.3200000,141.4805210,33.4127400
PC,3.0193545,1.3450000,2360.0000000,14.3570000,1657.0000000,1252.3000000,6341.0000000,1.4200000,201.5107690,74.7588590
FP,9.3073400,4.6830000,42774.4000000,30.7623000,1163.0000000,304.1380000,5819.0000000,1.3500000,7.6585620,-52.0493310
PC,3.6217624,2.9630000,6140.0000000,10.1723000,1313.0000000,493.8660000,5788.0000000,1.2800000,151.2934940,60.3520930
PC,4.1124956,1.9071145,5537.3250771,12.4396125,1510.4570936,1230.1400953,6145.0000000,1.6436400,154.8833630,48.3535550
PC,3.6566206,2.5570000,21730.0000000,13.5870000,908.0000000,113.2120000,4489.2000000,0.9100000,133.9776290,30.9903480
FP,19.5112506,3.8960000,4080.0000000,,,,,,150.8919370,67.9903780
APC,0.8962710,0.9960000,12490.0000000,13.8677000,1490.0000000,818.6140000,5726.0000000,1.2200000,131.3662440,35.6171670
FP,2.1461672,1.9420000,14110.0000000,16.9100000,1414.0000000,663.9590000,6046.0000000,1.4100000,140.4621780,38.6189610
KP,1.5407760,1.7050000,27310.0000000,13.3674000,1061.0000000,210.6690000,4234.0000000,0.7700000,160.7480950,60.9641190
PC,11.0783748,2.6730000,9060.0000000,10.2336000,686.0000000,36.8868000,5623.0000000,1.0600000,160.4045540,63.8885920
PC,15.9544918,3.7420000,12480.0000000,9.8811700,584.0000000,19.3942000,4798.0000000,0.8200000,170.6896500,70.8322760
PC,1.2220437,1.8710000,20110.0000000,14.8723000,1556.0000000,973.6480000,5196.0000000,1.0000000,142.0869450,66.9501560
FP,0.6680065,0.8350000,550.0000000,15.4569000,2613.0000000,7749.1500000,5159.0000000,3.7700000,116.8134420,-69.0303860
PC,14.4832964,4.6960000,10870.0000000,13.2087000,1088.0000000,232.6550000,6039.0000000,1.0200000,182.7094450,66.9521580
PC,3.3834660,2.7460000,1400.0000000,4.6895300,1355.0000000,559.6250000,5838.0000000,1.2300000,150.3804030,75.2118970
PC,16.1020097,3.8710000,22600.0000000,13.9974000,710.0000000,42.3341000,6010.0000000,0.9200000,171.7897230,74.4653490
PC,5.6922342,2.9750000,1550.0000000,4.5755200,1067.0000000,215.1740000,5648.0000000,1.1200000,170.6737310,73.5079230
PC,3.2693612,2.0290000,10790.0000000,9.9613600,1141.0000000,281.8390000,5814.0000000,0.9300000,165.2734120,73.0682320
PC,3.4952497,1.7450000,19250.0000000,12.6528000,742.0000000,50.5040000,4304.8000000,0.9000000,135.4964640,27.4749530
PC,2.0436029,1.5130000,12980.0000000,13.3605000,1179.0000000,321.6320000,5568.0000000,1.1300000,145.2229220,27.9501580
PC,3.2956376,2.4870000,20300.0000000,12.4635000,983.0000000,155.0290000,4646.6000000,0.8600000,141.9210260,46.2143420
PC,16.5968329,4.3950000,1750.0000000,4.8536700,827.0000000,77.8158000,6329.0000000,1.1600000,141.0489510,64.3183470
APC,1.8460997,1.7060000,3740.0000000,16.4485000,2150.0000000,3553.4400000,6123.9000000,1.4800000,168.9261580,28.7810250
PC,5.1119781,1.4130000,1415.0000000,10.6694000,1521.0000000,890.3770000,8562.0000000,2.6700000,104.1383550,-53.5454490
PC,3.0012386,3.1640000,13660.0000000,14.4673000,1604.0000000,1099.6100000,6331.0000000,1.2100000,188.7366920,49.9948590
PC,1.7763987,0.6380000,5670.0000000,10.8531000,954.0000000,137.9950000,4899.3000000,0.8400000,179.9572070,11.8646770
PC,1.5574603,1.2720000,3900.0000000,6.1531700,1212.0000000,358.8390000,5564.4000000,0.9300000,185.9005630,50.5446250
PC,10.9543562,4.7370000,8770.0000000,9.0365300,909.0000000,113.5160000,5542.4000000,0.9600000,187.2732170,31.6548070
FP,7.6605425,4.4250000,5210.0000000,,,,,,213.8062420,67.7605390
PC,3.0115930,1.8940000,6740.0000000,,1125.0000000,266.4540000,5542.1000000,,187.4343240,39.7608010
PC,2.1371195,2.3800000,15620.0000000,13.2766000,1431.0000000,697.2130000,5570.0000000,1.0300000,192.7364170,30.6859370
PC,5.7310859,1.6930000,10870.0000000,11.8502000,776.0000000,60.3278000,5552.1000000,1.0700000,193.6552880,47.0662420
PC,18.5658130,3.8200000,9420.0000000,7.8323600,537.0000000,13.8526000,4671.0000000,0.7900000,203.5672110,65.1283890
APC,11.2005651,1.3670000,7000.0000000,15.4812000,535.0000000,13.6838000,5682.2000000,1.6300000,176.6119410,43.8635720
FP,4.1550000,2.8070000,4900.0000000,11.0678000,1339.0000000,534.7150000,6270.0000000,1.5700000,52.2256390,-19.9798080
PC,2.6292572,1.5820000,3790.0000000,8.4471100,1296.0000000,469.7370000,5933.0000000,1.3500000,210.9510720,64.2708880
PC,4.7544320,2.1470000,13130.0000000,11.4372000,988.0000000,158.4630000,5491.7000000,0.9400000,175.1450840,28.5495790
PC,4.4100654,2.3620000,6450.0000000,8.0815700,1088.0000000,232.6580000,5726.0000000,0.9900000,162.3882300,27.1905380
PC,3.8951475,1.3860000,8970.0000000,14.6884000,1114.0000000,256.1080000,6071.0000000,1.4800000,212.4935240,70.0655200
PC,5.5822739,1.4630000,7390.0000000,11.6541000,788.0000000,64.0979000,5997.0000000,1.2500000,210.5134620,71.3267600
PC,6.0835972,2.1330000,8460.0000000,12.0351000,886.0000000,102.4650000,5579.0000000,1.2200000,204.0802770,68.5173610
PC,6.5846694,2.5720000,22460.0000000,14.5999000,897.0000000,107.7660000,5852.0000000,0.9700000,193.8986690,57.1410150
PC,4.1225477,2.2060000,5760.0000000,12.0574000,1115.0000000,257.4600000,5662.2000000,1.5500000,170.4544730,33.9913820
PC,0.8377576,1.0740000,1410.0000000,6.7060000,1889.0000000,2114.0600000,6322.5000000,1.6000000,184.3513750,29.6335350
PC,4.8104679,2.5470000,1940.0000000,4.1966500,1002.0000000,167.6880000,5332.3000000,0.9200000,184.6245860,34.8979760
KP,2.9036816,5.0469369,4642.2749148,14.9138230,1945.3461862,3384.6096881,6059.0000000,2.1432500,29.2634510,0.7588250
PC,2.1614819,1.0760000,6340.0000000,8.1036700,899.0000000,108.5670000,4501.0000000,0.8700000,188.1807540,34.4948100
PC,3.3401814,2.4520000,4960.0000000,8.1987400,1189.0000000,332.4240000,5508.5000000,1.1400000,196.8442860,44.3773720
APC,2.0713330,2.2820000,1920.0000000,6.3511500,1632.0000000,1179.8500000,6004.0000000,1.4400000,183.9619770,47.4279940
FP,7.0080817,3.1790000,14900.0000000,13.1807000,1033.0000000,189.4920000,6307.0000000,1.0600000,189.8289660,59.7034850
CP,4.5445569,1.4620000,30740.0000000,5.7177000,429.0000000,5.6574700,3192.0000000,0.3000000,181.5718340,12.5070260
FA,2.5227786,2.1770000,18880.0000000,10.9418000,1200.0000000,344.8460000,5268.7000000,0.7800000,180.2589420,55.8462060
PC,3.0215428,3.0888900,15111.7114542,,1260.7602388,597.1054249,5622.1000000,,283.0034420,52.4328000
PC,4.2441117,3.7710000,7540.0000000,14.0600000,1418.0000000,671.8670000,6034.0000000,1.5700000,181.5187410,41.4714340
PC,5.3298577,1.9500000,9330.0000000,8.0113900,727.0000000,46.3832000,4773.0000000,0.8000000,184.7598910,36.6096410
PC,2.5228506,2.1500000,21300.0000000,12.9082000,1166.0000000,307.7730000,5294.0000000,0.8400000,180.2589340,55.8462010
FP,13.4591300,3.4280000,2579.3200000,7.6890900,1524.0000000,897.1820000,6457.7000000,1.3800000,112.9419280,-75.5275520
FP,0.6203033,1.0310000,1390.0000000,7.8282100,2806.0000000,10295.4000000,6294.0000000,1.7800000,171.7113270,37.7052350
PC,2.7694074,2.6920000,1010.0000000,3.0280500,1350.0000000,551.5730000,5269.6000000,0.9400000,197.1452090,55.0513380
PC,4.5808535,3.4880000,11480.0000000,12.4319000,1186.0000000,328.6800000,5528.7000000,1.1400000,171.4326320,18.1188310
PC,9.0576962,2.3700000,3430.0000000,4.2897400,830.0000000,79.0884000,4485.0000000,0.7200000,177.5812510,37.9160710
CP,4.3345378,3.3360000,10000.0000000,14.3572000,1347.0000000,546.9030000,6314.8000000,1.4300000,201.3748270,52.7681040
PC,6.6713748,3.2990000,7480.0000000,9.6303500,994.0000000,162.6550000,5614.5000000,1.1100000,169.6898720,21.6172040
PC,4.3773113,2.3290000,1430.0000000,2.9742500,966.0000000,144.9880000,5127.0000000,0.7500000,187.9302400,63.9085460
PC,7.6607094,4.2610000,1860.0000000,5.1271600,,278.5130000,5911.7000000,1.1900000,213.8065520,67.7609170
PC,8.6789911,3.8650000,9700.0000000,11.1545000,950.0000000,135.6220000,5693.8000000,1.1200000,199.8167420,18.9142160
PC,5.2077671,2.3690000,850.0000000,2.6617600,966.0000000,144.6300000,5522.5000000,0.9200000,213.9021390,57.8214720
FP,1.4702580,1.1260000,2700.0000000,12.2412000,1519.0000000,884.6860000,6321.4600000,1.0800000,30.1144810,-4.9856860
PC,14.7802661,3.4970000,6840.0000000,9.0655900,,38.1314000,5659.0000000,1.0900000,188.5280580,4.1878240
PC,9.5469720,2.1120000,17300.0000000,12.4743000,672.0000000,33.8682000,5834.0000000,0.9100000,218.3365420,52.3859720
PC,2.9406027,1.1670000,9820.0000000,10.8350000,1003.0000000,168.0100000,5464.2000000,0.9700000,216.7573040,28.4957620
PC,14.8496574,4.2870000,8710.0000000,9.3235000,808.0000000,70.8112000,5296.6000000,0.9600000,202.9068010,45.6224970
APC,10.1614815,1.2590000,3230.0000000,7.6664600,612.0000000,23.4406000,6297.0000000,1.2400000,211.7006450,51.9920070
PC,5.3599361,3.4070000,11350.0000000,11.2314000,1166.0000000,306.9560000,5933.0000000,1.0400000,200.4846380,40.2684600
APC,0.6451059,0.5730000,3430.0000000,6.7909100,1481.0000000,800.4180000,5436.3000000,0.8800000,198.2444030,39.8669920
PC,1.7213564,2.0350000,11890.0000000,10.6740000,1355.0000000,559.7260000,5072.0000000,0.9500000,231.2498640,57.8151090
APC,1.4680992,2.0456598,18506.4662144,25.1682214,1595.4182996,1531.1554281,5433.0000000,1.1012200,206.7829290,42.7360350
PC,3.5115357,3.5270000,9290.0000000,12.8100000,1360.0000000,569.5450000,5490.8000000,1.3500000,222.1633550,53.8348290
KP,1.9550932,1.7876200,19634.9908668,13.1406834,1307.3307576,690.3398082,5400.0000000,0.8734180,43.6880740,-10.8980240
PC,5.7158895,2.4370000,22050.0000000,12.3206000,823.0000000,76.4949000,5224.0000000,0.8200000,223.6095010,59.1019880
PC,9.3517097,2.6820000,1590.0000000,3.5281400,730.0000000,47.2210000,5298.6000000,0.8600000,220.0377790,54.1372810
CP,3.4936188,3.3550000,9730.0000000,14.2355000,1394.0000000,628.6640000,5779.5000000,1.4200000,215.8014960,24.0765640
PC,4.0384773,1.1850000,8110.0000000,7.9838700,565.0000000,17.0069000,4180.4000000,0.8300000,218.8740350,48.0839290
FP,6.7136512,3.5410000,11490.0000000,12.5036000,1101.0000000,244.0130000,6179.1000000,1.1500000,193.5952910,30.2143640
PC,2.2012625,2.1750000,25690.0000000,13.6145000,1236.0000000,387.5740000,5177.8000000,0.8100000,205.4887160,17.3000660
PC,3.4014954,1.9590000,7370.0000000,9.3220200,1172.0000000,313.3170000,6005.0000000,1.0600000,220.7266490,41.3684720
FA,8.3289771,2.9840000,6010.0000000,,,,,,219.7343940,37.0278780
PC,3.0654283,2.1940000,5850.0000000,10.6174000,1123.0000000,264.8830000,5236.0000000,1.3500000,210.2057270,39.3000510
CP,7.4332642,3.0510000,6000.0000000,10.2130000,1026.0000000,184.3220000,6227.0000000,1.3200000,208.9447530,40.3918060
APC,0.8490674,1.0946576,4907.2475531,10.8189994,2233.7922838,5884.2639739,5624.7000000,1.4402900,46.9317100,0.8609220
FA,2.3179390,1.6760000,13140.0000000,15.7376000,1442.0000000,719.6360000,5770.0000000,1.2500000,336.6907900,57.4341620
FP,23.2556119,7.8780000,35720.0000000,14.4434000,744.0000000,51.1030000,4742.0000000,0.7300000,231.1274270,46.6950760
PC,3.8960617,1.7340000,22610.0000000,12.1401000,845.0000000,84.8919000,5247.0000000,0.8000000,228.8332870,40.2671960
PC,4.1377886,2.2969037,11490.1857603,,1135.3227028,392.6433908,4964.3000000,,308.8499880,61.1409320
FP,2.0474832,3.1590000,6790.0000000,14.3474000,2921.0000000,12096.5000000,6791.0000000,1.0400000,340.6284540,64.7547250
FP,3.0330919,4.0430000,1280.0000000,7.4032700,2253.0000000,4283.5100000,7471.0000000,2.1400000,346.4031260,63.4534180
PC,2.7873223,3.6710000,5548.0000000,10.6299000,,2023.2200000,6466.0000000,1.4600000,342.6303750,61.1595850
PC,4.4921154,3.1080000,19562.0000000,14.9094000,1077.0000000,223.6720000,5353.0000000,1.0800000,342.6614610,60.7701110
PC,2.2035349,2.5730000,7570.0000000,13.3861000,1663.0000000,1272.3700000,6141.0000000,1.5200000,321.3865650,61.8124930
PC,3.4608812,3.6080000,16514.0000000,19.0253000,1418.0000000,672.0960000,5695.0000000,1.5200000,346.4749550,67.1884690
FP,2.4922100,1.6050000,1480.0000000,1.7131100,714.0000000,43.3259000,3450.0000000,0.4500000,42.2500660,-14.5376460
PC,2.9284231,3.8350000,5159.0000000,,1400.0000000,638.6480000,4885.4000000,,319.5471870,66.1611980
PC,7.6644000,4.1888923,8534.5638357,9.9098801,928.1234573,175.3654356,5694.0000000,1.0421500,296.8339010,59.6407130
APC,2.4892754,1.5130000,2750.0000000,15.5724000,1412.0000000,660.4260000,6285.0000000,2.7600000,326.2671890,64.0673470
PC,1.9754900,2.4090000,5457.0000000,17.6764000,2405.0000000,5560.1100000,8523.0000000,2.4600000,347.9679610,56.8620960
PC,11.7512673,2.1430000,7683.0000000,17.4049000,849.0000000,86.3130000,6571.0000000,1.6800000,336.8589340,67.7693540
PC,1.2257683,1.8740000,5512.0000000,,2026.0000000,2802.1600000,6205.8000000,,330.7550720,67.6233970
PC,1.4858906,1.6970000,7264.0000000,,1405.0000000,648.6080000,5196.8000000,,344.3220320,59.2013720
PC,1.6923573,1.9912433,20172.9323968,12.7696702,1340.2742114,762.5979736,5287.0000000,0.8887600,334.1330150,66.8605710
FP,2.8778095,2.8240000,4830.0000000,7.3582800,1568.0000000,1005.2000000,6131.0000000,1.0500000,333.6633870,68.6853130
PC,2.3466472,1.9570000,25278.0000000,12.2268000,980.0000000,153.3530000,4477.0000000,0.7500000,356.7083890,66.8608050
APC,0.3914900,0.7460000,578.2020000,5.9556400,2976.0000000,13030.0000000,6216.1000000,2.2500000,48.4994790,-8.5738510
PC,3.4895723,2.3780000,32560.0000000,12.9484000,853.0000000,87.9248000,4315.0000000,0.7100000,356.8863160,54.1783080
PC,2.8817718,2.8420000,13332.0000000,14.8764000,1506.0000000,854.3570000,6137.0000000,1.3800000,356.4070970,55.2259720
PC,3.1082514,1.5649451,5659.4686877,13.7608011,1652.7561891,1763.4216575,6413.0000000,1.5486799,355.7257740,58.4524260
PC,5.5613023,5.6400000,2200.0000000,10.4506000,1439.0000000,713.5030000,5607.0000000,2.2700000,309.7684370,61.4590620
PC,2.3151015,2.0840000,5256.0000000,,1144.0000000,285.1030000,4746.7000000,,337.7854840,61.6430010
PC,4.4638411,1.5560000,3791.0000000,9.5974400,830.0000000,78.9834000,5472.0000000,1.4200000,334.9903130,62.6566660
PC,5.7033411,3.0390000,14730.0000000,15.2151000,1070.0000000,217.8880000,5933.0000000,1.2400000,334.0137810,61.0575600
PC,6.7716021,6.2790000,4580.0000000,16.5311000,1495.0000000,831.0700000,6136.0000000,2.6200000,333.7258640,62.8587370
FP,2.1176601,3.5910000,2000.0000000,5.1654400,2932.0000000,12280.2000000,5814.0000000,0.8900000,332.6334910,61.8294100
PC,2.2297524,2.4980000,8798.0000000,10.5562000,1555.0000000,970.7050000,5846.0000000,1.1700000,331.2275880,64.4637510
APC,6.0613441,2.5796829,15346.1553014,27.9104500,1271.7446199,618.1880959,5949.2000000,1.5371500,56.3046510,-10.9734540
PC,3.4488281,3.0910000,14430.0000000,15.6361000,1388.0000000,617.2460000,5994.0000000,1.2700000,331.0787890,61.6279340
PC,2.1861455,2.4200000,8780.0000000,11.5599000,1385.0000000,612.5300000,5342.0000000,1.2400000,330.7153240,60.2118380
PC,2.9897732,3.0600000,12893.0000000,17.6166000,1678.0000000,1317.9300000,6786.0000000,1.5700000,323.1528800,67.9119480
PC,2.9873441,1.6680000,6090.0000000,,1477.0000000,790.9780000,5734.9000000,,264.5030610,59.6434730
PC,3.4043154,0.8050000,9317.0000000,20.3568000,909.0000000,113.6650000,5833.0000000,1.0000000,323.9851280,61.2091070
PC,3.1274951,2.5639391,13633.9167281,17.6985303,1582.3126821,1481.4610493,6457.0000000,1.4132100,346.1563930,56.7316480
PC,2.6686464,1.2490000,7370.0000000,12.9106000,1190.0000000,332.9410000,5227.0000000,0.9000000,229.2200960,51.3978550
FP,1.5891628,1.5760000,3550.0000000,12.5934000,1783.0000000,1679.0300000,6227.0000000,2.0000000,315.2639030,63.4242750
PC,12.0031646,5.2145528,5497.3001958,10.9265063,998.1389779,234.5768031,6362.0000000,1.4038800,349.6859570,63.2504980
PC,3.8426038,2.0220000,5880.0000000,12.7873000,1285.0000000,453.8700000,7032.0000000,1.6600000,319.7272000,65.3292640
CP,5.9739124,3.1235464,232.5621027,2.3917735,1198.7446729,488.0089226,6308.3100000,1.2845000,42.9849780,-30.8140610
CP,3.5852900,2.4950000,180.0000000,1.7714100,1404.0000000,646.6280000,6308.3100000,1.2800000,42.9849780,-30.8140610
CP,11.2304605,3.6009978,208.6291370,2.0754665,971.2859803,210.3340005,6308.3100000,1.2845000,42.9849780,-30.8140610
PC,3.2399875,2.7490000,18440.0000000,13.6130000,1230.0000000,380.1390000,5521.0000000,0.9700000,238.8579370,67.0429860
PC,3.5434689,1.8490000,20265.0000000,,1647.5351070,1741.2443185,5354.0000000,,355.7444560,62.2901240
PC,3.3501179,1.6510000,4066.0000000,17.5987000,1138.0000000,279.3340000,6238.0000000,2.5700000,355.0810930,62.1367480
PC,6.2329571,3.0430000,2367.0000000,14.2956000,1655.0000000,1245.8000000,6016.0000000,1.5500000,354.1383420,60.5262080
FA,1.8011961,3.2300000,2280.0000000,9.1446000,2663.0000000,8355.0200000,7588.0000000,1.9900000,351.7969380,60.2318310
PC,4.7253516,5.1230000,7817.0000000,17.6483000,1873.0000000,2045.0400000,7220.0000000,2.1500000,349.0958340,64.7218700
APC,3.9967263,2.8860000,12060.0000000,11.2780000,1124.0000000,265.2480000,5313.6000000,1.0000000,225.3808590,38.5332740
PC,4.6709424,0.1010000,870.0000000,21.2461000,341.0000000,2.2683100,7211.0000000,1.7900000,301.6731490,61.1693510
APC,2.2171904,1.6390000,3010.0000000,,1020.0000000,180.2550000,4656.0000000,,354.1466680,58.1336540
PC,3.8522402,4.1950000,17145.0000000,,1365.0000000,577.1990000,5371.2000000,,353.6435250,54.5416520
FP,1.5464949,1.1010000,930.0000000,3.7295000,1275.0000000,438.7930000,5973.5000000,1.1400000,76.8336210,-48.1158890
PC,10.6001229,5.3750000,6115.0000000,10.6010000,1097.0000000,240.7510000,5647.0000000,1.5100000,296.0662510,77.2354500
PC,3.2292942,2.4700000,10130.0000000,,,,,,307.0945000,61.9336700
PC,10.5113620,3.1120000,16120.0000000,11.9350000,779.0000000,61.3806000,5908.0000000,0.9200000,9.3050740,61.2050970
PC,2.0615575,1.6940000,4560.0000000,,1445.0000000,723.9160000,6213.0000000,,229.6799100,44.4562040
PC,1.7922888,1.6220000,18880.0000000,12.6983000,1177.0000000,318.7130000,5095.7000000,0.8900000,236.2363610,45.6277450
FP,9.4258906,2.4060000,4450.0000000,9.6549700,824.0000000,76.5410000,4507.0000000,0.6700000,227.3058730,44.7008760
CP,6.6080989,3.9280000,6740.0000000,12.1125000,1157.0000000,298.4970000,5993.0000000,1.5000000,224.3560080,44.2743220
PC,23.2547644,7.9350000,9410.0000000,10.7553000,1009.0000000,172.2120000,5627.0000000,0.8800000,231.1265550,46.6945160
PC,3.5472157,4.5030000,6550.0000000,16.2930000,1563.0000000,992.1770000,5548.0000000,2.0200000,11.3701720,78.4477220
FP,2.0416590,3.5210000,3230.0000000,8.9097800,2365.0000000,5195.1400000,6806.0000000,1.5600000,14.5586930,61.0995190
KP,1.3600283,2.1652751,19427.6944703,13.0911813,1544.0146992,1343.1568273,5500.0000000,0.9339750,37.1555220,-7.0606670
PC,3.6089193,2.2550000,5318.0000000,17.0677000,1655.0000000,1247.0000000,5854.0000000,1.6300000,12.8419370,59.5758610
FP,2.2437501,3.8210000,2880.0000000,10.0826000,2415.0000000,5651.5500000,7209.0000000,1.9600000,12.8553160,59.4099080
PC,5.3438948,4.1390000,6479.0000000,16.9428000,1655.0000000,1248.0800000,7469.0000000,2.3000000,352.5564710,53.1563510
FA,3.8961515,1.7420000,8620.0000000,8.4044600,979.0000000,152.5400000,5477.2000000,0.8700000,228.8329500,40.2669560
CP,4.3533211,1.8940000,21740.0000000,7.1723600,548.0000000,14.9972000,3422.0000000,0.4600000,226.3371470,36.7869750
FP,3.2358535,3.7770000,5460.0000000,,1410.0000000,656.9170000,5095.6000000,,8.7625370,58.1364200
FP,1.6212474,3.2620000,1100.0000000,10.3122000,1826.0000000,1846.9500000,4949.0000000,3.1100000,1.1293670,66.4030450
FA,3.2358247,3.6290000,3260.0000000,,,,,,8.7623790,58.1364460
PC,2.8744227,4.0810000,5002.0000000,13.3953000,1910.0000000,2213.8900000,6334.0000000,2.1700000,8.5084280,58.8442930
FP,4.0104917,2.2930000,6051.0000000,,2377.0000000,5306.6000000,12373.0000000,,6.3865160,63.0406370
FP,1.5716819,1.9672248,743.4097278,4.5091786,1319.1647872,715.6772333,4752.8000000,0.9820660,77.0475770,-50.8589060
FP,5.8423636,2.4160000,2280.0000000,18.7395000,1441.0000000,716.7300000,8648.0000000,3.8500000,5.1173440,63.0313960
PC,2.2774846,3.7560000,1520.0000000,17.7506000,1621.0000000,1146.7700000,4827.0000000,4.7000000,0.2023980,62.8030460
PC,6.3978860,2.2960000,9792.0000000,,1084.0000000,229.4820000,5324.0000000,,5.6254210,57.8732750
PC,2.2237067,2.7337946,4640.0476893,16.2026957,1649.2355042,1748.4439071,6424.0000000,1.4399000,5.4380190,59.1057550
FP,3.8974136,2.0610000,1990.0000000,6.8757000,1320.0000000,504.6230000,6827.0000000,1.5100000,6.1402240,62.2356310
APC,6.4219775,4.2110000,22004.0000000,,1483.0000000,803.4710000,6197.0000000,,1.5954720,56.1924440
FP,17.2045725,4.9870000,3770.0000000,21.5086000,1272.0000000,434.9740000,6278.0000000,1.7700000,1.1867150,54.1966810
PC,3.4600026,1.8270000,8214.0000000,17.6761000,1455.0000000,744.5690000,5997.0000000,1.3700000,3.3928180,59.8965340
PC,1.8145100,1.7460000,12864.0000000,13.3431000,1383.0000000,609.0080000,5696.0000000,1.1700000,7.6369910,56.3314670
FP,4.1123850,3.4740000,2110.0000000,9.6574900,1361.0000000,570.9660000,5659.0000000,2.1400000,9.9455070,62.3933580
KP,3.6344447,3.8710000,9230.0000000,14.2500000,1616.0000000,1133.7300000,6272.0000000,1.4200000,41.6391600,-0.4641250
PC,3.7027104,3.5720000,12813.0000000,21.0580000,1815.0000000,1803.4900000,7493.0000000,1.9000000,0.9746310,64.7763200
PC,4.8982659,2.8740000,2055.0000000,4.8412300,1152.0000000,293.0040000,5696.0000000,1.0900000,2.5289520,64.5725680
FP,3.3378852,3.2610000,5564.0000000,19.0038000,1834.0000000,1878.1500000,6274.0000000,2.1500000,2.3355580,60.1590780
PC,3.9606593,3.4420000,5810.0000000,10.7218000,1554.0000000,970.2470000,6647.0000000,1.4000000,26.4622430,63.9247180
PC,5.3798996,2.8500000,8550.0000000,7.0926400,891.0000000,104.6670000,4930.3000000,0.7600000,22.9734940,66.8193330
FP,3.8471662,2.2140000,1770.0000000,7.4847500,1011.0000000,173.7470000,5115.0000000,1.6900000,34.1199110,76.2531810
FA,3.0491667,4.0262835,6641.0515420,,1256.9414051,589.9037165,4579.5000000,,23.9436000,65.6387860
PC,4.5432349,3.6090000,12236.0000000,12.5868000,1751.0000000,1563.1600000,7998.0000000,1.1600000,23.6556850,62.3255170
FP,2.8278059,2.1740000,650.0000000,4.2261900,1519.0000000,885.3320000,6603.0000000,1.6200000,34.2938840,70.3959800
PC,4.3271416,2.3820000,5340.0000000,14.5369000,1246.0000000,400.9190000,5994.0000000,1.9100000,12.7799310,70.9458100
FP,2.4854800,2.6210000,160.0000000,1.2824800,1606.0000000,1105.1100000,5928.0000000,0.9600000,74.4664530,-53.8179480
CP,5.4146235,2.9417261,4983.0756289,6.6139476,872.0000000,126.2342489,4888.0000000,0.8802130,20.2148200,66.0722010
CP,14.7091662,3.6278152,5047.9326311,6.5471787,612.6899904,33.3030602,4888.0000000,0.8802130,20.2148200,66.0722010
