# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
FALSE POSITIVE,372.948440000,13.87900,2.5350e+02,1.34,233.0,0.70,5763.00,0.8270,286.227080,44.430328
FALSE POSITIVE,0.787120016,3.16480,2.6550e+02,23.81,1972.0,3579.78,6112.00,0.7870,295.281100,40.132858
CANDIDATE,13.122972750,2.23400,4.3700e+01,1.29,1030.0,266.05,6134.00,1.6650,290.458310,48.661369
CONFIRMED,6.283840790,4.29100,3.5700e+01,0.73,1108.0,356.49,5888.00,1.2270,287.371250,39.603569
FALSE POSITIVE,21.131609000,13.66000,7.3500e+01,0.94,659.0,44.45,5780.00,1.0000,294.207860,39.680115
FALSE POSITIVE,81.675841000,11.53000,1.4340e+02,1.31,420.0,7.33,5780.00,1.0000,294.207860,39.680115
FALSE POSITIVE,28.546357400,9.29000,1.5330e+02,1.35,596.0,29.76,5780.00,1.0000,294.207860,39.680115
CANDIDATE,22.790923300,9.56500,5.3600e+01,1.38,862.0,130.75,6311.00,1.6420,293.507020,50.450119
FALSE POSITIVE,72.563291000,3.08800,3.3230e+02,1.99,436.0,8.58,5780.00,1.0000,294.207860,39.680115
CONFIRMED,174.510276000,6.68900,1.5300e+03,1.74,186.0,0.28,4367.00,0.4520,300.488160,44.460670
CANDIDATE,0.681180633,0.88440,1.5640e+02,2.97,2782.0,14116.16,4939.00,2.3770,292.907710,38.683090
FALSE POSITIVE,15.705388000,4.87100,2.8370e+02,3.30,1181.0,459.41,7454.00,1.8530,296.772710,47.158539
FALSE POSITIVE,7.652707460,79.89690,6.4110e+02,3.21,989.0,226.81,6328.00,0.9630,295.502110,38.983540
CONFIRMED,2.271649520,4.05400,8.2400e+01,0.97,1522.0,1269.46,6274.00,1.0620,295.329830,42.534962
FALSE POSITIVE,3.848357420,10.18000,8.4200e+01,0.77,1051.0,288.62,5709.00,0.7980,297.505620,39.756802
CANDIDATE,369.132360000,10.34000,2.1590e+02,2.14,328.0,2.73,6282.00,1.4490,294.450380,44.166779
FALSE POSITIVE,1.038896100,4.75500,6.0080e+02,114.10,2494.0,9145.54,7043.00,1.4500,290.866060,40.901581
FALSE POSITIVE,293.768870000,4.68000,4.6200e+02,1.97,271.0,1.28,6074.00,0.8470,295.155460,44.294861
FALSE POSITIVE,1.878853270,3.30200,1.2090e+02,0.97,1406.0,922.49,5851.00,0.8630,297.427430,39.781139
FALSE POSITIVE,0.785473311,1.39110,3.3960e+02,1.61,1769.0,2325.64,5356.00,0.8710,298.923610,40.749538
FALSE POSITIVE,5.243898200,7.88100,1.6220e+02,1.24,1026.0,262.14,5804.00,0.9270,291.826900,41.709900
CANDIDATE,9.087452060,3.78600,3.5100e+01,0.73,980.0,217.95,5888.00,1.2270,287.371250,39.603569
FALSE POSITIVE,441.877824000,6.64700,1.3000e+03,39.55,158.0,0.15,4437.00,0.6350,297.780120,41.209229
FALSE POSITIVE,2.976150400,6.07900,2.5950e+02,1.02,811.0,102.54,4236.00,0.6640,290.157230,38.524380
CONFIRMED,64.001966900,4.72400,1.1125e+03,2.48,322.0,2.55,4652.00,0.6970,301.720760,44.412060
CONFIRMED,4.838094690,1.09600,1.5440e+03,0.79,354.0,3.70,3187.00,0.2000,289.376680,41.158672
FALSE POSITIVE,361.914360000,8.68000,2.2820e+02,1.84,297.0,1.84,6247.00,1.1470,286.407230,44.527355
CONFIRMED,9.328191200,3.99100,4.5200e+01,0.59,788.0,91.02,5525.00,0.8880,286.386930,47.016628
CANDIDATE,106.957467000,7.00600,5.3960e+02,2.40,394.0,5.70,6075.00,0.9690,289.083130,42.704140
FALSE POSITIVE,0.629001455,1.26300,1.4700e+01,0.81,3375.0,30567.67,6739.00,2.0590,291.926360,37.101292
CONFIRMED,2.716036640,1.74400,9.8500e+01,1.05,1360.0,807.43,6011.00,1.0410,293.623080,47.961910
CANDIDATE,75.878134400,1.38300,1.0540e+03,3.39,417.0,7.18,5579.00,0.9720,282.163640,43.510132
FALSE POSITIVE,374.590030000,15.19000,2.6790e+02,1.34,227.0,0.62,5497.00,0.8270,288.935970,49.360142
CANDIDATE,147.661729000,6.20700,1.0878e+03,1.59,176.0,0.23,3788.00,0.4900,295.117220,39.274090
CANDIDATE,13.002917160,3.05800,2.2530e+02,1.28,710.0,60.11,5796.00,0.8000,298.293400,40.239632
FALSE POSITIVE,319.306330000,6.74000,1.5520e+02,1.26,279.0,1.44,6095.00,1.0140,292.338840,38.844910
CANDIDATE,42.029229800,8.49900,3.7370e+02,2.33,578.0,26.46,5850.00,1.2170,290.734470,45.297791
FALSE POSITIVE,1.752540870,4.09800,4.2500e+01,1.41,2423.0,8141.84,6660.00,2.0740,297.160860,39.630070
CANDIDATE,0.505111993,0.40530,2.1280e+02,1.58,1886.0,2970.58,5262.00,0.7830,288.596830,46.326038
FALSE POSITIVE,0.646745436,1.18800,1.1560e+02,1.49,2373.0,7468.24,6325.00,1.1120,294.338470,50.336540
CONFIRMED,3.385574450,1.87900,1.2190e+02,1.63,1476.0,1122.90,5718.00,1.4800,300.935390,45.596539
FALSE POSITIVE,2.754024000,4.15000,1.7220e+02,1.68,1553.0,1374.41,6419.00,1.1880,290.643010,48.887501
FALSE POSITIVE,1.975208831,1.51300,7.6300e+01,1.59,2064.0,4299.89,6401.00,1.7440,292.164860,37.275742
FALSE POSITIVE,0.960843605,3.22000,1.4170e+02,19.15,1904.0,3120.32,5708.00,1.1290,295.557560,46.172241
FALSE POSITIVE,4.206109000,5.16000,1.2000e+02,0.91,999.0,235.01,5480.00,0.8020,298.470580,41.066250
FALSE POSITIVE,0.962590772,1.25690,1.0216e+03,31.51,2026.0,3989.37,6274.00,1.0620,291.364230,43.385921
CONFIRMED,13.399755500,3.53400,1.6730e+02,1.51,886.0,145.65,6401.00,1.1500,287.762700,43.274429
CANDIDATE,2.493853480,1.41400,4.6900e+01,0.59,1251.0,579.64,5615.00,0.8500,282.636170,43.366100
FALSE POSITIVE,0.776950288,1.28800,3.9600e+02,1.72,1882.0,2974.07,5861.00,0.8650,292.672940,38.589970
FALSE POSITIVE,5.937256280,3.63900,1.1560e+02,0.86,891.0,148.97,5428.00,0.7990,289.208340,50.615990
CANDIDATE,18.222117680,2.04400,2.3180e+03,7.45,620.0,34.99,5162.00,0.9580,294.365140,46.501759
CONFIRMED,4.563836970,2.27100,2.0180e+02,1.22,980.0,218.18,5408.00,0.8610,285.722720,43.009480
CANDIDATE,16.534002200,4.06300,8.9200e+01,1.17,819.0,106.21,6052.00,1.2020,288.370240,43.354610
FALSE POSITIVE,55.119831000,4.70300,1.1450e+02,1.68,622.0,35.48,6297.00,1.5060,294.054810,39.845249
FALSE POSITIVE,25.641611700,5.50000,1.2640e+02,1.76,803.0,98.50,6297.00,1.5060,294.054810,39.845249
FALSE POSITIVE,1.332584550,5.77000,1.5270e+02,15.89,1680.0,1884.66,6039.00,0.9510,295.302700,46.772018
FALSE POSITIVE,350.810290000,11.29000,5.3830e+02,2.86,282.0,1.51,5841.00,1.2260,292.277740,39.461071
CONFIRMED,0.341842017,1.15540,2.8560e+02,1.72,2023.0,3991.16,5016.00,0.7470,285.410610,44.412209
CANDIDATE,13.948219700,7.68600,1.1940e+02,2.53,1063.0,301.80,5529.00,2.3460,284.353120,48.740211
CANDIDATE,5.675779990,3.55400,5.1200e+01,1.22,1357.0,802.11,6681.00,1.4380,288.567290,41.090130
FALSE POSITIVE,0.570953851,0.99800,7.6100e+01,1.01,2464.0,8688.17,6238.00,1.1450,292.588650,38.801430
CANDIDATE,49.564693000,8.54000,1.1350e+02,1.63,588.0,28.19,5907.00,1.4420,300.562410,46.037819
FALSE POSITIVE,4.292582580,3.06900,3.6960e+02,1.87,1161.0,428.77,6137.00,0.9630,289.916350,43.507671
FALSE POSITIVE,0.960842633,2.64410,2.0229e+03,67.53,2808.0,14655.53,7381.00,1.5970,295.559600,46.178040
FALSE POSITIVE,14.589392800,15.54000,,,,102.46,,,294.749880,49.663441
CONFIRMED,5.495485330,2.46100,8.5800e+01,1.30,1293.0,661.04,6157.00,1.3920,281.897310,46.722664
CANDIDATE,2.894947090,3.25400,4.5800e+01,1.16,1919.0,3204.25,7087.00,1.6840,291.543430,38.048759
FALSE POSITIVE,0.980505042,1.40680,4.2660e+02,26.35,1904.0,3100.61,5794.00,1.0590,296.347990,44.501961
CONFIRMED,20.485389300,10.22900,8.9500e+01,3.60,1015.0,251.16,4938.00,3.3240,290.621830,51.057301
CONFIRMED,3.582738370,1.52300,3.6050e+02,1.64,1064.0,302.74,5448.00,0.8720,296.159000,44.563110
CONFIRMED,15.604841000,4.54300,7.3400e+01,1.57,1013.0,248.62,6254.00,1.7060,298.202610,44.925831
FALSE POSITIVE,75.681309000,11.62000,1.0770e+02,1.64,560.0,23.25,6297.00,1.5060,294.054810,39.845249
CANDIDATE,0.762950224,1.13300,1.8730e+02,1.00,1651.0,1763.73,5385.00,0.7310,282.913970,47.970299
FALSE POSITIVE,62.060783000,28.20300,4.7290e+02,2.11,400.0,6.07,5526.00,0.7840,287.245240,38.688080
CANDIDATE,170.995748000,3.88000,4.7710e+02,4.90,463.0,10.86,6127.00,1.9830,298.033050,39.883179
FALSE POSITIVE,12.425273500,20.75600,8.4700e+01,2.37,1299.0,673.53,6156.00,2.5570,297.665040,40.681992
FALSE POSITIVE,39.282040500,3.34400,1.5750e+02,58.67,823.0,108.22,6143.00,2.1360,297.665040,40.681992
FALSE POSITIVE,361.545612490,25.28000,,,,,,,287.824890,45.348080
CANDIDATE,19.565080100,4.24200,6.1700e+01,0.97,791.0,92.77,6180.00,1.2350,283.724270,46.879112
FALSE POSITIVE,355.799780000,5.97200,1.7230e+02,1.87,324.0,2.60,6350.00,1.3940,283.724270,46.879112
FALSE POSITIVE,410.993890000,12.01000,5.5000e+02,2.09,220.0,0.55,5471.00,0.8980,285.755860,44.724998
FALSE POSITIVE,2.178237520,2.25900,4.4000e+01,0.64,1473.0,1114.80,6052.00,0.9690,288.199920,46.149422
FALSE POSITIVE,1.404674486,5.05600,1.5550e+02,0.86,1126.0,379.50,4716.00,0.6090,291.976290,37.668652
FALSE POSITIVE,24.909743600,3.85600,1.5020e+02,2.24,912.0,163.58,6596.00,1.7570,297.161770,41.775822
CONFIRMED,12.310135100,3.79700,2.6370e+02,1.51,651.0,42.42,5009.00,0.8400,289.858890,48.693851
CONFIRMED,2.615765150,2.77700,1.2040e+02,1.06,1379.0,851.60,6088.00,0.9580,292.988340,49.484970
FALSE POSITIVE,409.245200000,13.06000,5.3120e+02,2.10,244.0,0.84,5910.00,0.9110,289.906980,42.046200
CONFIRMED,6.942452160,3.49100,1.6080e+02,1.34,1003.0,239.39,6108.00,1.0300,292.158660,49.637760
CANDIDATE,5.533120060,3.48600,5.3100e+01,1.05,1303.0,680.77,6170.00,1.4250,293.681270,41.611969
CANDIDATE,200.721168000,9.91000,8.2250e+02,3.32,327.0,2.72,5566.00,1.1700,288.909520,51.930561
CONFIRMED,9.406136400,4.88200,7.9500e+01,1.14,981.0,219.36,5855.00,1.2680,292.677730,49.663910
FALSE POSITIVE,0.935086665,1.12000,7.1200e+01,1.18,2431.0,8250.80,6762.00,1.3480,292.778930,40.795631
FALSE POSITIVE,1.489457454,3.02800,5.6300e+01,1.58,2415.0,8026.60,6316.00,2.0870,284.692780,44.010208
FALSE POSITIVE,1.181165291,1.01300,3.7040e+02,1.52,1398.0,905.88,5203.00,0.7470,291.348790,51.256119
CONFIRMED,66.373298000,8.55900,4.1500e+02,1.99,471.0,11.59,6143.00,0.9760,285.557500,49.330070
CONFIRMED,13.611650240,7.61700,9.5500e+01,1.46,958.0,198.73,6170.00,1.4990,289.921450,46.744560
CONFIRMED,6.245646330,2.45900,2.1200e+02,1.06,731.0,67.62,4858.00,0.7070,287.968140,46.470612
FALSE POSITIVE,0.945829261,1.71500,9.8200e+01,0.86,1790.0,2433.01,5959.00,0.8590,292.013790,42.288750
CANDIDATE,10.861416300,6.02000,6.4800e+01,1.01,899.0,154.68,6339.00,1.0170,281.955690,44.261532
FALSE POSITIVE,0.973160836,0.86400,1.3830e+02,1.22,1932.0,3303.84,6108.00,1.0300,294.868130,44.283199
FALSE POSITIVE,4.059437490,3.24500,1.0540e+02,2.11,1295.0,664.54,5051.00,1.6550,290.630430,44.565601
CANDIDATE,7.039651410,3.14100,2.6870e+02,2.72,1171.0,445.49,5902.00,1.5130,283.942440,41.471600
CANDIDATE,4.725191640,3.75100,9.8800e+01,3.98,2250.0,6060.79,6655.00,3.8310,295.144200,38.799831
FALSE POSITIVE,6.399037780,3.15000,1.8660e+02,6.54,1780.0,2376.40,5178.00,4.8560,283.475740,41.775318
CANDIDATE,66.643456500,2.38500,2.7730e+02,2.99,476.0,12.17,5751.00,1.1640,290.922700,48.180328
FALSE POSITIVE,0.739761008,7.58900,2.9210e+02,9.67,839.0,117.05,3417.00,0.3500,292.698550,37.778481
FALSE POSITIVE,0.950735805,1.14340,1.7510e+02,1.39,1908.0,3129.59,6039.00,1.0050,282.927730,42.806080
FALSE POSITIVE,369.819993000,20.23200,1.5990e+03,4.25,201.0,0.38,4806.00,0.8390,287.225130,44.899841
FALSE POSITIVE,2.178159350,1.83900,1.1630e+02,1.22,1561.0,1398.42,6258.00,1.0980,287.966550,46.338490
CANDIDATE,160.850075000,9.42700,4.2810e+02,3.41,413.0,6.87,5999.00,1.5070,294.949830,38.605190
FALSE POSITIVE,0.720460644,1.78460,2.1115e+03,37.33,2240.0,5954.82,6304.00,1.0580,297.722140,48.710258
FALSE POSITIVE,3.794872100,1.71300,3.0510e+02,16.10,1083.0,325.63,5883.00,0.7930,295.195680,48.567421
CONFIRMED,122.080495300,4.05400,7.9990e+02,2.92,297.0,1.83,5132.00,0.7700,284.968510,42.079201
CANDIDATE,6.261422700,4.77900,5.1400e+01,0.81,1146.0,407.58,6384.00,1.1210,288.095640,40.365971
CANDIDATE,3.703867410,1.41000,1.2570e+02,0.86,1012.0,247.20,5496.00,0.7760,298.183410,48.443810
FALSE POSITIVE,0.638437699,0.30280,2.8680e+02,2.48,1709.0,2024.34,5073.00,0.8240,294.639890,50.334190
FALSE POSITIVE,1.891285100,6.18200,1.2234e+03,19.96,1061.0,299.44,4700.00,0.7070,290.330720,37.882092
CANDIDATE,19.875135500,8.04100,1.0900e+02,2.49,1061.0,299.47,6918.00,2.0040,297.160890,40.042858
FALSE POSITIVE,343.420460000,11.11000,4.8270e+02,2.15,270.0,1.27,6115.00,0.9670,289.448670,41.731411
FALSE POSITIVE,3.471481640,4.67900,1.2270e+02,0.85,970.0,209.73,5297.00,0.7160,290.849210,38.631840
CONFIRMED,5.943734920,1.84700,3.0100e+02,1.14,674.0,48.82,4391.00,0.6820,294.620970,49.894150
FALSE POSITIVE,244.603730000,10.87000,7.6980e+02,2.10,235.0,0.72,5166.00,0.7710,284.536350,48.749611
CONFIRMED,85.756791900,5.69500,1.5910e+02,2.99,528.0,18.44,5037.00,2.2130,287.134890,47.488621
CONFIRMED,2.186601880,1.58500,1.2230e+02,0.98,1099.0,345.07,4904.00,0.7720,293.711360,47.887539
CANDIDATE,7.292989100,4.05300,7.2500e+01,0.73,904.0,158.19,5959.00,0.8560,293.430790,46.692089
FALSE POSITIVE,3.133935600,4.47700,2.0370e+02,1.58,1315.0,704.95,6137.00,1.0180,294.112370,46.252708
CONFIRMED,2.553150310,1.84900,1.8530e+02,1.25,1312.0,699.70,5970.00,0.9080,293.743260,45.761589
CONFIRMED,2.936587946,1.89520,2.7960e+02,1.77,1190.0,473.18,5455.00,0.9090,290.744320,43.260780
CANDIDATE,145.786556000,4.89100,3.7800e+02,1.82,331.0,2.84,5578.00,0.9500,285.660060,46.143471
FALSE POSITIVE,1.332542120,3.84800,3.7400e+01,1.45,2694.0,12477.61,6613.00,2.2370,294.712920,46.576221
CONFIRMED,10.776994400,2.61600,1.8560e+02,1.15,752.0,75.83,5455.00,0.8520,287.087490,42.668671
CANDIDATE,2.509334400,1.83300,1.8430e+02,1.47,1483.0,1143.04,6278.00,1.0810,295.372040,38.897739
FALSE POSITIVE,0.918921494,0.94250,3.2100e+02,1.49,1697.0,1960.12,5655.00,0.8330,298.299530,44.788990
CONFIRMED,7.849318770,3.74700,6.8200e+01,0.81,925.0,172.98,5678.00,0.9900,288.232700,48.002178
FALSE POSITIVE,67.712598800,1.53800,5.4240e+02,82.63,460.0,10.63,6309.00,0.8470,294.915770,46.485321
FALSE POSITIVE,12.428557600,13.98000,6.2010e+02,2.22,669.0,47.26,5492.00,0.7520,300.563050,43.980068
FALSE POSITIVE,1.275511306,1.88900,6.9300e+01,0.84,1739.0,2160.97,5921.00,1.0150,298.010160,43.371590
FALSE POSITIVE,5.781599560,2.22200,7.2800e+01,1.70,1475.0,1117.19,6443.00,1.8840,298.949010,43.441715
FALSE POSITIVE,8.480501900,8.34500,1.6490e+02,1.26,781.0,87.82,5555.00,0.7370,298.858920,46.697208
CANDIDATE,24.560710700,8.67900,5.5200e+01,1.13,787.0,90.55,6170.00,1.4990,289.921450,46.744560
CONFIRMED,2.946489350,3.15500,5.7000e+01,0.89,1497.0,1187.50,6481.00,1.1710,288.163970,42.481079
FALSE POSITIVE,1.227986164,1.55100,1.5050e+02,1.17,1673.0,1846.47,5746.00,0.9310,300.230930,46.045200
FALSE POSITIVE,2.115488830,4.00800,1.6950e+02,1.29,1426.0,978.38,5952.00,0.9710,287.189670,38.423820
FALSE POSITIVE,358.962470000,23.49000,6.7080e+02,2.37,242.0,0.81,5743.00,0.9040,291.195590,38.788078
FALSE POSITIVE,2.178151960,2.44500,2.4500e+02,1.09,1139.0,395.98,5357.00,0.7000,287.968750,46.301659
FALSE POSITIVE,342.315407000,12.47600,7.1970e+02,3.15,304.0,2.03,6425.00,1.1640,298.053380,40.210739
FALSE POSITIVE,1.089077224,2.70500,1.5270e+02,1.00,1458.0,1068.22,5118.00,0.8300,287.985690,46.348400
FALSE POSITIVE,1.288066288,6.46160,1.0083e+04,34.84,1310.0,692.00,5233.00,0.6390,291.248660,40.221352
CANDIDATE,24.668383100,8.55600,1.0920e+02,1.76,788.0,91.32,6059.00,1.5540,290.480070,51.965012
FALSE POSITIVE,2.318942840,5.32100,6.6500e+01,0.87,1375.0,844.12,5780.00,1.0000,295.663240,38.718243
CONFIRMED,6.984721430,2.72400,9.0700e+01,1.19,1059.0,297.15,5839.00,1.2270,289.073970,40.366009
CANDIDATE,349.410470000,15.02000,6.5280e+02,2.41,253.0,0.97,5878.00,0.9450,285.853150,44.572220
FALSE POSITIVE,0.562563871,1.59100,3.4600e+01,0.69,2626.0,11201.45,6577.00,1.1450,293.488250,39.696331
FALSE POSITIVE,0.933734580,4.36400,1.2770e+02,0.93,1573.0,1446.48,5335.00,0.8040,292.911960,47.475040
FALSE POSITIVE,1.332519480,3.73300,2.3370e+02,1.64,1751.0,2218.21,5926.00,1.0580,294.546420,46.507870
FALSE POSITIVE,168.846630000,9.75000,2.1510e+02,1.45,329.0,2.78,5897.00,0.9920,286.793700,44.638561
CANDIDATE,14.816292500,4.97300,1.0820e+02,1.57,912.0,163.33,6356.00,1.3250,293.938320,45.719021
FALSE POSITIVE,160.412202200,4.92000,2.5380e+03,4.45,270.0,1.26,5269.00,0.7270,293.207730,41.698582
CANDIDATE,3.981670880,3.60900,4.4700e+01,0.79,1356.0,798.79,6484.00,1.1730,288.163970,42.481079
CONFIRMED,4.341953120,2.59800,7.3300e+01,0.94,1236.0,552.70,6164.00,1.0900,288.469090,46.783680
CONFIRMED,122.358116000,10.76800,3.5280e+02,2.15,407.0,6.46,5998.00,1.1390,286.220890,41.151249
CONFIRMED,7.298142000,3.02400,3.7050e+02,1.60,786.0,90.04,5119.00,0.8340,291.399380,38.787750
CONFIRMED,18.501089800,3.17900,4.2110e+02,1.62,555.0,22.40,5242.00,0.7340,284.972500,44.567551
CANDIDATE,7.016016000,3.80000,1.6900e+02,1.72,1138.0,396.43,6642.00,1.1360,294.635160,40.322128
FALSE POSITIVE,0.569961046,1.44600,4.4200e+01,1.04,2743.0,13463.04,5814.00,1.5490,298.463410,48.321850
CANDIDATE,42.068554000,5.72300,1.8630e+02,1.32,541.0,20.28,6122.00,0.9640,292.316010,42.626251
FALSE POSITIVE,1.121634781,1.15500,7.1500e+01,0.60,1225.0,529.90,4518.00,0.7200,288.443050,42.456760
FALSE POSITIVE,1.332569790,3.29300,1.0420e+02,0.97,1692.0,1943.76,6089.00,0.9500,295.199830,46.731731
FALSE POSITIVE,0.536650896,4.70200,2.7320e+02,18.45,2163.0,5179.76,5819.00,0.8810,297.274480,46.117908
FALSE POSITIVE,397.736990000,11.76000,1.1315e+03,3.05,211.0,0.47,5313.00,0.7680,292.580870,38.709110
FALSE POSITIVE,2.178186990,2.68600,1.1580e+02,1.03,1347.0,776.45,5584.00,0.9320,288.049800,46.358330
CANDIDATE,6.239683920,0.66800,1.5590e+02,1.55,1060.0,299.03,5751.00,1.1430,286.353390,44.961182
CONFIRMED,3.600828550,1.93800,2.9630e+02,1.36,927.0,174.45,4838.00,0.7960,285.173340,48.770039
CONFIRMED,15.571412100,2.29400,1.7350e+02,0.72,399.0,5.98,3872.00,0.5570,287.364040,47.785210
CONFIRMED,3.596450810,2.66100,1.4960e+02,1.66,1327.0,732.82,5887.00,1.2350,293.988710,46.718021
CONFIRMED,20.657944300,8.79800,9.8200e+01,1.27,728.0,66.27,5468.00,1.3060,290.499880,40.287689
FALSE POSITIVE,0.760941405,1.77300,1.8660e+02,1.18,1817.0,2591.44,5629.00,0.8700,296.471040,51.215221
FALSE POSITIVE,137.665706000,3.73200,5.3690e+02,15.41,720.0,63.38,4832.00,6.8970,288.052920,38.937920
FALSE POSITIVE,370.902370000,10.55800,5.4580e+02,1.97,238.0,0.76,5835.00,0.8470,296.820070,43.388020
FALSE POSITIVE,321.550870000,5.86300,3.9700e+02,1.68,250.0,0.92,5835.00,0.8470,296.820070,43.388020
FALSE POSITIVE,1.540389140,1.68300,7.1800e+01,0.84,1638.0,1701.30,5974.00,0.9890,285.475340,38.099361
FALSE POSITIVE,71.762363020,29.43500,8.5919e+03,25.76,665.0,46.35,5529.00,2.8170,292.134280,46.202419
CANDIDATE,16.336886300,3.59700,2.2590e+02,1.27,642.0,40.22,5410.00,0.8590,293.130980,38.159679
CANDIDATE,1.636682620,1.90700,9.2170e+02,103.99,2562.0,10160.30,5234.00,3.7390,300.924840,44.249680
CANDIDATE,11.615625000,2.23300,1.9120e+02,2.84,905.0,158.69,5332.00,1.4530,293.527560,41.111439
CONFIRMED,110.978266000,11.31200,1.5020e+02,1.86,463.0,10.84,5883.00,1.5290,292.808650,49.579441
FALSE POSITIVE,0.952378454,3.89200,4.3800e+01,1.46,2528.0,9651.76,6963.00,1.3750,290.706510,48.226559
CONFIRMED,6.080037140,1.30800,1.8400e+02,1.07,808.0,100.72,4991.00,0.8040,281.898130,42.285870
CONFIRMED,3.035206175,0.61820,6.9690e+02,3.59,1143.0,403.53,5505.00,0.8730,282.335630,42.845440
FALSE POSITIVE,358.968440000,21.71000,8.0780e+02,2.70,263.0,1.13,6117.00,0.9470,291.227600,38.771351
FALSE POSITIVE,2.213164370,3.87400,1.1610e+02,0.95,1374.0,841.98,5921.00,0.8300,292.969820,45.905579
CANDIDATE,173.257837200,2.02700,6.8700e+02,117.29,376.0,4.73,6392.00,1.1620,283.725520,45.676849
FALSE POSITIVE,0.530967987,1.81200,2.6900e+01,1.08,4196.0,73103.16,8473.00,2.0520,288.850280,44.596939
CONFIRMED,6.305583870,2.61900,1.9310e+02,2.52,1125.0,378.90,4934.00,1.7560,292.955260,47.573101
FALSE POSITIVE,4.205860800,7.39000,1.8200e+02,1.14,1012.0,248.04,5590.00,0.8390,298.484250,41.069210
CANDIDATE,41.675750900,10.84800,1.4200e+02,2.10,690.0,53.72,5745.00,1.7630,295.133300,43.631432
CANDIDATE,11.495895670,2.25600,1.0830e+02,1.59,1057.0,295.46,6290.00,1.5060,297.581940,40.531300
FALSE POSITIVE,8.480332600,5.91800,3.5600e+01,1.35,1390.0,882.07,6245.00,2.1790,298.824950,46.713531
CANDIDATE,0.609926502,1.25290,1.3380e+02,1.12,2141.0,4990.14,5936.00,0.9650,290.391720,43.440338
FALSE POSITIVE,0.750744255,1.79210,1.7060e+02,17.07,2074.0,4387.10,6187.00,0.9370,293.808840,48.365620
CONFIRMED,0.991659646,2.21500,7.7300e+01,1.19,2102.0,4614.18,6117.00,1.2440,294.441800,40.571678
CANDIDATE,8.479526600,6.05200,1.6330e+02,1.18,865.0,132.02,5841.00,0.9310,290.815890,38.970921
CANDIDATE,49.474696600,10.46000,2.9100e+02,1.62,498.0,14.50,5952.00,0.9280,290.395050,41.781570
FALSE POSITIVE,118.609553000,22.74000,3.8090e+02,2.86,299.0,1.88,5017.00,0.7920,297.837130,42.079369
CANDIDATE,1.628882670,1.72000,1.3090e+02,0.92,1327.0,733.67,5398.00,0.8110,299.276580,44.291981
FALSE POSITIVE,0.616386349,0.81360,7.9400e+01,2.94,3552.0,37463.63,5665.00,3.2660,299.419860,47.562832
CANDIDATE,1.920062587,1.43700,2.2680e+02,1.12,1189.0,471.84,5266.00,0.7410,287.840000,38.255489
FALSE POSITIVE,88.913231390,2.92000,,,,,,,291.361880,49.021980
FALSE POSITIVE,7.071623080,2.58700,1.2300e+02,1.42,1162.0,431.05,6313.00,1.2590,293.292270,38.211800
CONFIRMED,6.963526990,3.19200,6.8100e+01,1.40,1298.0,669.78,6040.00,1.6860,296.104060,42.342590
CONFIRMED,64.272908800,12.13600,1.2139e+03,5.38,554.0,22.31,6341.00,1.2990,294.455690,46.743561
CONFIRMED,3.432737100,4.00100,6.3200e+01,0.75,1134.0,390.57,5757.00,0.8810,288.573580,51.472752
FALSE POSITIVE,13.845272600,2.55500,9.3200e+01,2.34,1276.0,626.93,6845.00,2.3240,292.478880,38.657921
FALSE POSITIVE,0.687506554,1.44100,1.3030e+02,8.73,4748.0,120304.40,4643.00,7.9060,297.333770,39.447590
FALSE POSITIVE,0.566801617,2.75000,2.4900e+01,0.88,3018.0,19598.53,6287.00,1.6930,291.213380,42.625599
CANDIDATE,0.909127736,1.43100,9.8700e+01,0.98,1818.0,2566.87,5486.00,0.9960,290.012450,41.089989
FALSE POSITIVE,371.633270000,14.92000,1.0700e+02,1.83,316.0,2.36,5802.00,1.5900,286.395840,43.075821
CONFIRMED,1.450889836,1.75300,1.3570e+02,1.21,1700.0,1970.75,6046.00,1.0230,288.302000,47.775551
CONFIRMED,5.727160670,2.23000,3.1090e+02,1.40,794.0,93.96,4838.00,0.7960,285.173340,48.770039
FALSE POSITIVE,407.594150000,7.30000,4.6240e+02,2.11,266.0,1.18,6198.00,0.9740,291.691040,38.614990
CANDIDATE,10.301485080,3.90300,1.6270e+02,1.60,934.0,180.14,5887.00,1.2350,293.988710,46.718021
CANDIDATE,17.800781500,6.54700,4.4500e+01,1.02,816.0,105.04,6240.00,1.2520,289.011780,51.376019
